ID,satisfaction_level,last_evaluation_rating,projects_worked_on,average_monthly_hours,time_spend_company,Work_accident,promotion_last_5years,Department,salary,Attrition
27031,5.4,5,5,156,2,0,0,support,medium,0
27032,5.3,9.5,3,111,5,0,0,technical,medium,0
27033,6.7,9.2,5,275,4,0,0,technical,medium,0
27034,8.3,5.6,5,279,3,0,0,product_mng,low,0
27035,9.2,8,5,273,4,0,0,RandD,low,0
27036,6.6,5,4,239,3,0,0,marketing,low,0
27037,8,9.9,4,168,3,0,0,sales,low,0
27038,1.3,6.3,7,229,6,0,0,marketing,low,0
27039,6.8,6.8,4,153,3,0,0,sales,medium,0
27040,9.4,7,4,281,4,0,0,sales,medium,0
27041,10,3.9,3,220,5,0,0,sales,low,0
27042,3.5,5.9,6,278,3,0,0,accounting,low,0
27043,9.4,6.9,3,208,3,0,0,technical,low,0
27044,9.2,6.8,5,206,3,1,0,technical,low,0
27045,9.2,7.8,4,228,3,0,0,technical,low,0
27046,3.6,4.2,3,202,2,0,0,technical,low,0
27047,9.9,10,4,149,2,0,0,support,medium,0
27048,6.2,6.4,6,160,3,1,0,technical,medium,0
27049,2.2,5.2,6,119,4,0,0,product_mng,low,0
27050,8.5,8,5,264,2,0,0,product_mng,low,0
27051,7,6.6,4,161,2,0,0,RandD,low,0
27052,9.2,5.8,5,211,2,0,0,marketing,low,0
27053,7.6,9.7,4,281,3,0,0,sales,low,0
27054,5.3,8.2,6,194,3,0,0,sales,medium,0
27055,4.2,4.7,5,156,3,1,0,sales,medium,0
27056,2.9,8,6,113,6,0,0,sales,medium,0
27057,8.7,6.8,5,227,3,0,0,sales,medium,0
27058,6.4,6.1,4,231,3,0,0,accounting,low,0
27059,8.9,9.5,6,213,3,0,0,technical,low,0
27060,3.6,6,3,146,6,0,0,technical,low,0
27061,8.9,6.3,4,278,3,0,0,support,medium,0
27062,8.7,8.2,5,258,2,0,0,support,medium,0
27063,5.4,10,4,179,2,0,0,support,medium,0
27064,5.8,7.5,5,232,3,1,0,product_mng,low,0
27065,9.1,6,5,173,5,0,0,IT,low,0
27066,9.7,9.1,4,256,2,0,0,accounting,low,0
27067,9.2,9.1,4,260,4,0,0,support,low,0
27068,10,9.8,4,187,2,0,0,management,low,0
27069,5,5.1,4,179,4,0,0,marketing,low,0
27070,7.7,8.9,4,152,3,0,0,marketing,low,0
27071,7,9.5,6,244,6,1,0,sales,medium,0
27072,8.3,7.7,3,196,2,0,0,sales,medium,0
27073,9.3,8.3,5,235,2,0,0,sales,medium,0
27074,5,6,6,226,3,0,0,sales,medium,0
27075,6.2,7.4,5,183,2,0,0,sales,medium,0
27076,5.2,9,5,295,2,0,0,hr,low,0
27077,9.6,7.5,4,241,3,0,0,technical,low,0
27078,5.8,6.4,3,259,2,0,0,technical,low,0
27079,5.6,7.5,3,274,2,0,0,technical,low,0
27080,6.7,9.1,4,266,3,0,0,technical,low,0
27081,5.2,4.9,5,108,3,0,0,support,medium,0
27082,8.3,6.7,5,149,3,0,0,technical,medium,0
27083,7.8,9,5,114,4,0,0,RandD,low,0
27084,8.9,3.9,7,200,3,1,0,RandD,medium,0
27085,9.3,4.9,6,177,3,0,0,RandD,medium,0
27086,9.7,10,6,261,2,0,0,accounting,medium,0
27087,8.2,6.1,4,239,2,0,0,sales,medium,0
27088,9.6,8.2,5,211,2,0,0,sales,high,0
27089,5,7.8,4,216,3,1,1,sales,high,0
27090,6.2,4.3,3,116,2,0,1,sales,high,0
27091,8.6,7.7,4,162,3,0,1,hr,low,0
27092,7,5.4,4,208,3,1,1,hr,low,0
27093,5.3,7.6,6,153,4,0,1,technical,low,0
27094,9.9,5.7,4,231,3,0,0,technical,low,0
27095,8.1,7.7,6,259,2,0,0,support,low,0
27096,2.1,9.2,3,221,2,0,0,support,medium,0
27097,8.1,5.3,5,252,3,0,0,support,medium,0
27098,3.8,7.7,4,183,5,0,0,support,medium,0
27099,8.7,9.4,5,266,2,0,0,support,medium,0
27100,8.5,4.1,3,239,6,0,0,technical,medium,0
27101,8.5,5.6,6,213,3,0,0,management,high,0
27102,8.6,6.8,3,202,3,0,0,product_mng,high,0
27103,6.3,7.8,5,170,2,0,0,product_mng,high,0
27104,9.8,8.6,5,264,2,1,0,RandD,low,0
27105,2.2,6.5,7,222,4,0,0,sales,medium,0
27106,5.1,7.5,4,244,2,1,0,marketing,medium,0
27107,4.9,8.9,3,243,4,1,0,sales,medium,0
27108,3.1,5,4,272,5,0,0,sales,medium,0
27109,5.7,9.2,4,248,2,0,0,sales,medium,0
27110,5,6.8,5,284,4,0,0,sales,medium,0
27111,8.1,7.3,5,282,2,0,0,sales,medium,0
27112,2,4.1,7,274,3,0,0,sales,medium,0
27113,5.1,8.2,4,216,4,0,0,hr,medium,0
27114,6.6,9.2,5,249,3,0,0,hr,medium,0
27115,4.2,4,4,170,2,0,0,technical,low,0
27116,8.6,7.7,6,247,3,1,0,technical,low,0
27117,9.5,6.4,4,148,4,1,0,technical,low,0
27118,5.4,5.8,4,179,2,1,0,technical,high,0
27119,9.3,7.7,4,212,5,0,0,support,high,0
27120,6.4,5.7,4,189,3,0,0,support,medium,0
27121,6.5,8.6,5,277,2,0,0,support,medium,0
27122,8.9,8.4,4,176,2,0,0,support,high,0
27123,7.7,5.8,5,172,2,0,0,support,medium,0
27124,9,6.4,5,149,3,1,0,management,medium,0
27125,2.3,4.9,6,224,5,0,0,IT,high,0
27126,2.4,7.9,3,185,5,0,0,IT,low,0
27127,9.8,9.2,5,185,2,0,0,IT,medium,0
27128,4.9,4.8,3,196,2,0,0,IT,medium,0
27129,2.3,4,7,120,4,1,0,marketing,low,0
27130,7.5,5.5,4,172,3,0,0,sales,low,0
27131,4.5,5.5,4,161,3,0,0,sales,medium,0
27132,4.4,8.7,3,150,4,0,0,sales,high,0
27133,7.2,5.3,6,254,4,0,0,sales,medium,0
27134,7.7,5.5,4,235,3,0,0,sales,medium,0
27135,8.9,9.4,6,233,3,0,0,sales,medium,0
27136,5.8,7.9,5,159,6,0,0,sales,medium,0
27137,2,5.6,6,191,6,0,0,accounting,medium,0
27138,2.1,5.3,4,239,5,0,0,accounting,medium,0
27139,6.1,8.7,5,161,3,0,0,hr,medium,0
27140,6.5,7.6,5,203,2,0,0,hr,medium,0
27141,7,4.8,5,239,2,0,0,technical,high,0
27142,5.2,7.7,5,144,4,0,0,technical,low,0
27143,2.1,5.8,6,207,4,0,0,technical,low,0
27144,6.1,7.2,4,154,2,0,0,support,low,0
27145,7.1,7.4,4,260,3,0,0,support,low,0
27146,10,9.4,4,267,4,0,0,support,medium,0
27147,8.6,8.9,5,146,4,0,0,technical,medium,0
27148,6.8,9.6,5,265,3,0,0,IT,medium,0
27149,7.7,8.7,6,267,2,0,0,product_mng,medium,0
27150,6.3,8.4,4,279,2,0,0,product_mng,low,0
27151,8.3,6.4,3,202,2,0,0,sales,low,0
27152,8.1,4.9,3,215,5,1,0,sales,low,0
27153,9.5,6.8,6,235,3,0,0,sales,medium,0
27154,4.4,3.8,4,207,2,0,0,sales,medium,0
27155,4.9,6.5,4,236,3,0,0,sales,medium,0
27156,6.8,7.8,4,242,3,0,0,sales,low,0
27157,4.4,9.2,7,278,4,1,0,accounting,medium,0
27158,8.8,5.3,4,198,3,0,0,technical,low,0
27159,7.9,9,6,222,5,0,0,technical,low,0
27160,9.3,6.8,3,160,3,0,0,technical,low,0
27161,7.3,9.5,4,268,3,0,0,technical,low,0
27162,8.6,6.9,6,167,4,0,0,support,low,0
27163,7.6,9.2,5,164,3,0,0,support,medium,0
27164,5.5,9.7,4,232,2,0,0,management,medium,0
27165,5.9,5.7,5,271,2,0,0,IT,high,0
27166,1.8,6.8,7,164,5,0,0,product_mng,medium,0
27167,8,8.8,4,164,2,0,0,product_mng,medium,0
27168,1.5,5.2,5,217,4,0,0,product_mng,medium,0
27169,9.9,9,5,187,3,0,0,RandD,low,0
27170,4,6.4,4,198,3,0,0,support,low,0
27171,7.3,8.1,6,183,3,0,0,marketing,low,0
27172,9.5,6.7,5,237,3,0,0,sales,low,0
27173,6.7,5.5,5,224,3,1,0,sales,medium,0
27174,5.1,8,5,241,3,0,0,sales,medium,0
27175,5.2,8.3,3,237,4,0,0,sales,medium,0
27176,2.1,9,5,245,4,0,0,sales,medium,0
27177,3.4,8.1,4,267,5,0,0,accounting,low,0
27178,7,7.9,7,155,3,0,0,accounting,medium,0
27179,9.6,5.9,4,224,2,0,0,hr,low,0
27180,1.5,9.1,6,277,4,0,0,technical,low,0
27181,7.2,9.2,4,274,3,0,0,technical,low,0
27182,5.4,5,5,170,3,0,0,support,medium,0
27183,7.8,6.3,4,202,2,0,0,support,medium,0
27184,7,7.9,7,267,4,0,0,technical,medium,0
27185,1.8,9.5,5,251,6,0,0,product_mng,medium,0
27186,7.2,9.4,4,268,3,0,0,product_mng,medium,0
27187,8.5,7.4,6,180,4,0,0,IT,low,0
27188,6.9,5.6,4,193,4,1,0,RandD,low,0
27189,7.4,5.6,4,213,3,0,0,sales,low,0
27190,9.7,6.9,5,213,2,0,0,management,low,0
27191,9.8,7.4,5,270,2,1,0,marketing,low,0
27192,7.4,5.1,6,268,2,0,0,sales,low,0
27193,2,7.3,4,260,5,0,0,sales,medium,0
27194,6.2,9.1,4,152,6,1,0,sales,medium,0
27195,7.4,4.8,6,175,2,0,0,sales,high,0
27196,8.4,9,4,188,2,0,0,accounting,medium,0
27197,2.8,8.3,5,216,5,0,0,hr,medium,0
27198,7.5,5,5,165,2,1,0,hr,low,0
27199,3.4,6,5,164,2,0,0,hr,low,0
27200,5.3,7.1,5,237,3,0,0,technical,low,0
27201,8.4,6.7,4,149,2,0,0,technical,low,0
27202,8.1,6.2,5,265,4,1,0,technical,low,0
27203,4.1,7.7,5,241,6,0,0,technical,low,0
27204,7.2,3.9,6,121,5,0,0,support,low,0
27205,5.2,8,3,154,4,0,0,support,low,0
27206,5.7,5.4,5,177,3,0,0,technical,medium,0
27207,7,9.9,5,258,3,0,0,IT,medium,0
27208,2.8,7,3,174,4,0,0,IT,medium,0
27209,9.8,8.4,5,210,2,0,0,product_mng,medium,0
27210,6.7,5.7,4,216,3,1,0,product_mng,medium,0
27211,7.4,8.3,5,152,3,0,0,IT,medium,0
27212,1.4,7.9,6,173,6,0,0,RandD,low,0
27213,7,4.8,6,283,2,0,0,sales,medium,0
27214,8.4,6.1,4,263,2,0,0,sales,medium,0
27215,7.3,9,5,276,3,0,0,sales,medium,0
27216,1.7,7.3,5,284,3,0,0,accounting,high,0
27217,8.4,6.1,5,271,2,0,0,accounting,high,0
27218,7.2,9.9,5,237,3,0,0,hr,high,0
27219,6.8,5.7,6,197,4,0,0,technical,high,0
27220,6.9,8.6,5,248,3,0,0,technical,high,0
27221,6.1,5.1,7,173,6,0,0,technical,low,0
27222,7.8,9.8,5,270,3,0,0,technical,low,0
27223,7.9,8.6,4,136,5,0,0,support,low,0
27224,6.5,8.5,4,223,2,0,0,support,low,0
27225,8,8.9,3,176,3,0,0,technical,medium,0
27226,7.7,6.6,7,191,4,0,0,product_mng,high,0
27227,5.2,6.2,4,285,2,0,0,IT,high,0
27228,2.1,9.4,4,297,5,0,0,RandD,high,0
27229,2.3,8.8,6,166,4,0,0,sales,low,0
27230,5.6,4.1,3,204,2,0,0,sales,medium,0
27231,7.6,8.5,5,200,3,0,0,sales,medium,0
27232,3.5,6.7,3,181,3,0,0,sales,medium,0
27233,6.3,4.9,4,262,3,0,0,sales,medium,0
27234,7,9.3,4,195,4,0,0,accounting,medium,0
27235,5.9,9.2,5,193,2,0,0,hr,low,0
27236,9.6,8,5,155,2,0,0,hr,medium,0
27237,7,7.3,3,149,2,0,0,technical,medium,0
27238,9.2,8.4,5,169,3,0,0,technical,low,0
27239,7.2,7.3,4,208,2,0,0,technical,low,0
27240,7.8,7.4,7,261,4,0,0,technical,low,0
27241,9.7,7.7,6,233,2,0,0,support,low,0
27242,1.7,5,5,277,6,0,0,support,high,0
27243,8,4,6,209,4,1,0,support,high,0
27244,6.1,4.1,4,113,2,0,0,technical,high,0
27245,5.4,7.5,5,209,2,0,0,management,medium,0
27246,6.6,6.7,4,133,4,0,0,IT,medium,0
27247,7,6.8,5,153,5,0,0,IT,high,0
27248,6.5,5.3,6,152,3,0,0,product_mng,medium,0
27249,8.7,9.8,5,276,2,1,0,product_mng,high,0
27250,9.7,8.9,6,275,2,0,0,IT,low,0
27251,9.6,5.5,5,244,4,0,0,RandD,medium,0
27252,6.2,7.9,4,151,3,0,0,accounting,low,0
27253,1.5,4.4,4,209,2,0,0,management,low,0
27254,7,9.8,5,156,3,0,0,marketing,low,0
27255,5,9.4,6,186,4,0,0,sales,low,0
27256,4.5,4.5,5,178,2,0,0,sales,low,0
27257,7.9,4.8,6,210,3,0,0,sales,low,0
27258,4.7,5.6,5,175,3,0,0,sales,medium,0
27259,5.9,5.8,3,277,3,0,0,sales,medium,0
27260,5.3,8.4,5,229,2,0,0,hr,high,0
27261,9.8,7.7,5,194,3,0,0,hr,medium,0
27262,9.9,9.7,6,239,2,0,0,technical,medium,0
27263,4.9,3.7,5,226,4,0,0,technical,low,0
27264,6.5,6,4,152,2,0,0,support,high,0
27265,4.6,7.5,7,286,6,0,0,support,low,0
27266,5.3,6.9,5,267,4,0,0,support,high,0
27267,6,7.9,6,164,2,0,0,support,low,0
27268,6.3,9.7,6,156,3,0,0,support,low,0
27269,7.4,8.4,4,249,3,0,0,technical,low,0
27270,7.2,5.5,5,155,3,0,0,technical,low,0
27271,8.6,7.4,3,188,3,0,0,management,medium,0
27272,6.3,8.5,4,161,4,1,0,product_mng,medium,0
27273,4.1,4.8,7,175,4,0,0,IT,medium,0
27274,6.3,7.1,6,151,2,0,0,RandD,medium,0
27275,5.8,7.9,6,207,3,0,0,RandD,medium,0
27276,7.4,7.5,5,267,3,0,0,support,low,0
27277,9.8,6.3,4,145,3,0,0,sales,low,0
27278,7.3,9.7,4,175,2,0,0,sales,low,0
27279,9,7.4,4,237,3,0,0,sales,low,0
27280,1.7,5.1,6,231,3,0,0,sales,low,0
27281,6.8,4.9,5,163,4,0,0,sales,low,0
27282,5.5,9.6,5,277,3,0,0,sales,medium,0
27283,6.3,9.8,5,220,3,0,0,sales,medium,0
27284,7.2,6.6,4,177,3,0,0,accounting,medium,0
27285,6.5,7.6,4,121,5,0,0,technical,medium,0
27286,9.1,7.6,4,207,3,0,0,technical,medium,0
27287,7.8,6.3,6,210,2,0,0,technical,low,0
27288,7.1,6.8,5,252,4,0,0,technical,low,0
27289,7.9,9.6,5,190,3,0,0,technical,low,0
27290,8.6,7.2,5,183,3,0,0,technical,low,0
27291,7.6,8,5,236,5,0,0,support,low,0
27292,7.4,6.6,4,267,3,0,0,support,low,0
27293,5.4,9.1,4,152,2,0,0,support,low,0
27294,8.4,7.9,5,268,4,0,0,support,low,0
27295,5.5,6.9,6,203,2,0,0,support,low,0
27296,8.9,9.5,4,256,4,0,0,support,low,0
27297,7.2,9.8,4,191,4,0,0,technical,low,0
27298,5.6,5.8,6,276,3,0,0,technical,low,0
27299,2.9,8.8,7,193,4,0,0,IT,medium,0
27300,7.4,8.9,5,244,3,1,0,RandD,medium,0
27301,1.9,6.3,6,216,6,0,0,RandD,medium,0
27302,9.4,8.4,5,230,3,0,0,support,low,0
27303,4.9,6.9,5,280,3,0,0,sales,low,0
27304,5.7,7.8,4,172,2,0,0,sales,low,0
27305,6.4,5,4,271,2,0,0,sales,low,0
27306,9.7,7.5,6,238,4,0,0,sales,low,0
27307,9.8,6.6,4,214,2,0,0,sales,medium,0
27308,6.3,6.7,5,159,3,1,0,sales,medium,0
27309,8.2,6.2,5,277,3,1,0,accounting,medium,0
27310,8.1,8.8,5,159,3,0,0,accounting,medium,0
27311,6.1,6.9,4,234,3,0,0,hr,medium,0
27312,3,5.7,3,168,2,0,0,hr,medium,0
27313,2,5.6,4,227,5,0,0,hr,medium,0
27314,6.3,5.3,5,253,2,0,0,technical,low,0
27315,6,8.5,6,197,4,0,0,technical,medium,0
27316,6.3,6.4,4,218,2,1,0,support,low,0
27317,8.8,9,3,243,3,0,0,support,low,0
27318,9.4,6.6,6,229,3,0,0,support,low,0
27319,6.7,5.4,4,223,4,0,0,support,low,0
27320,2.4,7.3,5,283,5,0,0,support,low,0
27321,7.6,6.5,5,250,3,0,0,technical,low,0
27322,8.3,6.4,5,220,3,0,0,management,medium,0
27323,9.8,8.1,5,276,6,0,0,IT,medium,0
27324,6.4,8.1,3,236,2,0,0,IT,medium,0
27325,4.8,6,5,240,3,0,0,product_mng,medium,0
27326,7,7.2,6,144,3,0,0,RandD,medium,0
27327,6.5,9.2,5,143,3,0,0,marketing,medium,0
27328,8,9.7,5,242,2,0,0,management,low,0
27329,5.8,7.8,6,221,3,1,0,marketing,low,0
27330,6.9,5.6,3,224,2,0,0,sales,low,0
27331,6,4.5,4,183,2,0,0,sales,low,0
27332,5,6.3,5,239,4,0,0,sales,low,0
27333,7.9,6,6,233,3,0,0,sales,low,0
27334,9.8,6.8,5,164,3,0,0,sales,low,0
27335,6.9,6.9,5,205,2,0,0,sales,medium,0
27336,6.3,7.2,3,171,5,0,0,hr,medium,0
27337,6,9.1,4,167,4,0,0,hr,medium,0
27338,9.1,8.1,5,149,2,0,0,technical,high,0
27339,7,7.3,5,250,2,1,0,technical,medium,0
27340,1.6,5.6,7,206,3,0,0,technical,medium,0
27341,8.9,6.2,6,206,3,0,0,support,low,0
27342,3.8,7.8,5,169,5,0,0,support,low,0
27343,8.6,8.6,5,207,3,1,0,support,low,0
27344,6.1,6.2,3,202,2,1,0,support,low,0
27345,7.7,6.4,5,202,3,0,0,support,low,0
27346,9,9.2,4,149,3,0,0,technical,low,0
27347,8.6,6.5,5,253,2,0,0,technical,low,0
27348,8.4,5.2,6,199,2,1,0,IT,low,0
27349,8.1,7.5,5,216,3,0,0,IT,medium,0
27350,6.6,7,6,264,2,0,0,IT,medium,0
27351,9.8,7.6,4,234,2,0,0,product_mng,medium,0
27352,8.8,8.4,5,180,2,0,0,RandD,medium,0
27353,6,6,5,211,3,0,0,RandD,high,0
27354,8.5,5,4,178,2,1,0,marketing,medium,0
27355,7,6,4,234,3,0,0,support,medium,0
27356,9.5,3.7,5,295,3,0,0,management,low,0
27357,1.5,4.8,7,214,6,1,0,sales,low,0
27358,2.4,9.1,6,187,5,0,0,sales,low,0
27359,8.4,6.3,5,145,2,0,0,sales,medium,0
27360,9,9.8,6,158,4,0,0,sales,medium,0
27361,6.3,6.2,4,151,3,0,0,sales,medium,0
27362,2.5,6.7,3,146,6,0,0,sales,medium,0
27363,7,5.7,4,190,2,0,0,sales,medium,0
27364,9.9,6.6,4,212,3,0,0,sales,medium,0
27365,5.3,6.3,5,269,2,0,0,sales,medium,0
27366,8.3,7.6,4,272,2,0,0,accounting,medium,0
27367,1.4,7.4,5,127,5,0,0,accounting,medium,0
27368,6.9,9.3,4,238,4,0,0,technical,medium,0
27369,8.2,7.8,6,176,2,0,0,technical,high,0
27370,6.7,9.2,6,268,3,0,0,technical,high,0
27371,4.1,9.6,6,177,3,1,0,technical,low,0
27372,8.8,8,4,176,2,0,0,IT,low,0
27373,7.2,5.4,4,296,6,0,0,product_mng,medium,0
27374,5.9,8.3,4,250,3,1,0,product_mng,medium,0
27375,4.8,8.1,5,258,2,0,0,RandD,medium,0
27376,5.3,7.3,6,184,3,0,0,accounting,high,0
27377,8.3,5.5,4,267,2,0,0,marketing,low,0
27378,5,5.5,3,138,3,0,0,sales,low,0
27379,8.5,7.3,5,270,4,0,0,sales,low,0
27380,5.9,5.7,5,207,2,0,0,sales,medium,0
27381,8.4,9.6,4,172,3,0,0,sales,medium,0
27382,7.2,6.3,4,233,2,1,0,sales,medium,0
27383,7.6,8.9,4,283,2,1,0,sales,medium,0
27384,7.1,8.8,4,168,3,0,0,accounting,medium,0
27385,9.1,7.6,4,169,3,0,0,hr,medium,0
27386,2,7,5,231,5,0,0,hr,medium,0
27387,7.4,9.3,6,150,3,0,0,technical,medium,0
27388,5.3,7.9,4,216,3,0,0,technical,medium,0
27389,7.5,8.5,5,282,4,0,0,technical,high,0
27390,8.6,7.8,5,174,2,0,0,technical,low,0
27391,6.2,8.9,4,211,3,0,0,technical,medium,0
27392,7.5,7.9,5,186,4,1,0,support,medium,0
27393,8.7,5.8,4,150,3,1,0,support,medium,0
27394,9.5,5.8,5,141,5,0,0,support,low,0
27395,5.7,5.2,4,153,2,0,0,technical,low,0
27396,8.5,6.5,4,197,2,0,0,management,high,0
27397,1.5,7.8,6,265,3,0,0,IT,high,0
27398,9.2,9.1,5,257,3,0,0,IT,low,0
27399,8.8,5.5,6,192,3,0,0,product_mng,medium,0
27400,8,8,4,185,2,0,0,RandD,medium,0
27401,6.6,8.4,4,221,4,0,0,RandD,high,0
27402,2.2,6.7,7,185,5,0,0,RandD,medium,0
27403,7.7,6.7,6,217,2,0,0,sales,low,0
27404,8.6,5,5,206,2,0,0,sales,low,0
27405,7.2,6.3,5,217,3,0,0,sales,low,0
27406,9.9,5.4,5,246,4,0,0,sales,low,0
27407,1.9,9.1,4,278,4,0,0,sales,low,0
27408,7.5,7.2,6,270,3,0,0,sales,low,0
27409,6.6,7.6,4,217,2,0,0,accounting,low,0
27410,8.2,5.2,6,235,2,0,0,accounting,high,0
27411,8,9.8,4,171,3,0,0,hr,medium,0
27412,8.6,9.5,6,285,2,0,0,technical,medium,0
27413,9.6,9.5,6,199,2,0,0,technical,medium,0
27414,1.9,8.5,7,126,3,0,0,technical,low,0
27415,7.3,6,4,155,6,1,0,technical,medium,0
27416,6.8,8.9,5,237,3,0,0,technical,medium,0
27417,7.9,5.6,5,142,3,0,0,support,medium,0
27418,9.8,5.3,5,176,2,0,0,support,medium,0
27419,8.9,7.9,3,218,3,1,0,support,medium,0
27420,6.5,8.3,5,273,3,1,0,support,high,0
27421,7.9,6.6,4,193,3,0,0,management,high,0
27422,6.1,5.9,4,172,2,1,0,IT,low,0
27423,4.9,9.7,5,176,5,0,0,product_mng,low,0
27424,3.2,5.5,5,293,4,0,0,product_mng,low,0
27425,9.1,7.8,5,163,3,0,0,RandD,medium,0
27426,6.5,6,4,228,4,0,0,RandD,medium,0
27427,3.2,7.5,4,265,4,0,0,sales,medium,0
27428,4.9,5.6,6,212,2,0,0,marketing,medium,0
27429,8.4,5.4,4,275,2,0,0,marketing,medium,0
27430,8.1,8.6,5,259,3,0,0,sales,low,0
27431,9.5,4.9,5,188,2,0,0,sales,low,0
27432,8.8,7.2,4,203,4,0,0,sales,low,0
27433,6.2,7.5,5,226,2,0,0,sales,low,0
27434,5.2,8.6,7,113,4,0,0,sales,low,0
27435,5.2,6.8,5,243,2,0,0,technical,medium,0
27436,6.8,4.9,4,240,3,0,0,technical,medium,0
27437,1.8,4.6,5,259,4,0,0,technical,low,0
27438,9.1,8.2,4,155,3,1,0,support,medium,0
27439,8.3,9.4,4,170,3,0,0,support,low,0
27440,7.9,7.2,4,226,4,0,0,support,low,0
27441,8.6,6,4,239,2,1,0,support,low,0
27442,7.7,9,5,173,3,0,0,technical,low,0
27443,4.2,9.1,3,186,3,0,0,technical,low,0
27444,4,9.8,5,164,3,0,0,product_mng,low,0
27445,1.9,6.9,5,279,6,0,0,RandD,medium,0
27446,6.8,6.7,4,238,2,0,0,RandD,medium,0
27447,6.2,6.8,5,261,4,0,0,marketing,medium,0
27448,6.5,9.6,6,236,2,1,0,marketing,medium,0
27449,1.7,4.9,5,296,5,1,0,sales,low,0
27450,9.8,5.7,4,239,3,0,0,sales,low,0
27451,8.3,7.4,4,269,3,1,0,accounting,low,0
27452,8.5,9.7,5,114,5,0,0,accounting,low,0
27453,9.9,9.2,4,164,3,0,0,technical,medium,0
27454,2.2,5.7,6,184,6,0,0,technical,high,0
27455,8.5,8,5,168,3,0,0,support,medium,0
27456,8.6,5.3,4,173,3,0,0,support,medium,0
27457,9.6,10,6,162,4,0,0,support,low,0
27458,5.1,6.1,5,261,2,1,0,support,low,0
27459,3.1,7.5,5,230,3,0,0,support,low,0
27460,6.2,5.1,5,185,3,0,0,support,low,0
27461,5.1,8,5,267,2,0,0,support,low,0
27462,9,6.4,6,236,2,0,0,technical,low,0
27463,5.5,7.1,4,221,2,0,0,management,low,0
27464,5.9,8.9,4,202,2,0,0,IT,low,0
27465,8.3,7.1,4,253,2,1,0,IT,low,0
27466,6.6,8.5,6,281,4,0,0,product_mng,low,0
27467,9.6,8.2,6,174,2,0,0,RandD,medium,0
27468,6.3,8.1,5,275,2,0,0,RandD,medium,0
27469,5.8,7.7,4,190,2,0,0,accounting,high,0
27470,5.6,7.6,5,216,2,1,0,support,low,0
27471,1.3,4.9,7,237,4,0,0,technical,medium,0
27472,6.3,6.1,4,215,2,0,0,marketing,medium,0
27473,7.5,6.3,5,271,3,1,0,marketing,low,0
27474,7.7,4.2,5,108,2,0,0,sales,low,0
27475,9.7,10,4,208,2,0,0,sales,low,0
27476,8.8,5,5,226,2,0,0,sales,low,0
27477,8.7,9.2,5,151,3,0,0,sales,low,0
27478,5,6.1,5,145,3,0,0,accounting,medium,0
27479,5.3,9.2,4,209,2,0,0,hr,medium,0
27480,6.8,5.1,6,168,3,0,0,technical,medium,0
27481,5.6,7.7,6,248,4,0,0,technical,medium,0
27482,6.7,8.1,6,185,6,1,0,technical,medium,0
27483,8.8,5,4,180,3,0,0,technical,medium,0
27484,7.6,8.4,6,259,3,0,0,support,low,0
27485,5.5,6.6,4,144,3,0,0,support,low,0
27486,7.6,7.7,6,244,3,0,0,support,low,0
27487,9.4,7.1,4,185,3,0,0,IT,low,0
27488,7.3,5.6,4,225,3,0,0,product_mng,medium,0
27489,2.3,8.8,6,248,6,0,0,RandD,medium,0
27490,8.9,5.1,4,259,3,0,0,RandD,medium,0
27491,8.1,8,4,193,2,1,0,RandD,medium,0
27492,3.5,8.1,7,266,3,0,0,RandD,medium,0
27493,5.1,8,4,264,2,0,0,sales,medium,0
27494,5.7,9.6,5,187,2,0,0,technical,low,0
27495,7.9,8.4,5,154,2,1,0,marketing,medium,0
27496,7.4,8,4,229,2,0,0,marketing,medium,0
27497,4,10,7,216,2,0,0,sales,low,0
27498,1.4,7.1,3,165,3,0,0,sales,low,0
27499,7,6.3,4,167,4,0,0,sales,medium,0
27500,6.9,9.1,5,138,3,1,0,sales,medium,0
27501,9.6,10,4,241,6,0,0,sales,medium,0
27502,8.8,8.8,4,230,4,0,0,hr,medium,0
27503,8.8,10,4,135,3,0,0,technical,medium,0
27504,4.9,4.3,6,220,4,1,0,technical,medium,0
27505,2.4,4.8,5,155,3,1,0,technical,high,0
27506,8.1,5.7,5,223,4,0,0,technical,high,0
27507,7.5,8.6,7,124,4,0,0,support,high,0
27508,5.3,4.9,4,201,3,0,0,support,high,0
27509,4.8,4.1,6,296,3,0,0,support,high,0
27510,6.5,6.2,5,245,3,0,0,support,low,0
27511,9.1,5.5,4,233,3,0,0,IT,low,0
27512,8.9,5.7,3,245,3,1,0,product_mng,low,0
27513,6,7.3,6,213,2,0,0,IT,medium,0
27514,7,8,5,246,2,0,0,RandD,medium,0
27515,7.9,8.1,5,213,3,0,0,RandD,medium,0
27516,5.2,5.8,4,213,2,0,0,RandD,medium,0
27517,8.1,8.3,4,187,2,0,0,sales,medium,0
27518,9.7,5.8,5,197,4,1,0,management,high,0
27519,5.4,8.1,4,155,2,0,0,marketing,high,0
27520,5.9,5.5,5,148,2,0,0,marketing,high,0
27521,7.9,7.5,5,178,3,0,0,sales,high,0
27522,7.9,8.4,5,181,3,0,0,sales,low,0
27523,6.5,5.3,5,170,3,0,0,sales,low,0
27524,4.9,5.4,5,257,3,1,0,sales,medium,0
27525,5.4,5.8,4,244,3,0,0,sales,medium,0
27526,8.1,7.7,6,112,5,0,0,sales,medium,0
